date,store_id,product_id,price,promo,holiday,quantity
2023-10-24,S001,P008,51.47,0,0,104
2023-10-24,S001,P009,20.5,0,0,115
2023-10-24,S001,P010,45.43,0,0,117
2023-10-24,S001,P011,14.76,0,0,88
2023-10-24,S001,P012,23.74,0,0,93
2023-10-24,S001,P013,28.59,0,0,101
2023-10-24,S001,P014,32.79,0,0,106
2023-10-24,S001,P015,54.25,0,0,100
2023-10-24,S001,P016,57.28,0,0,95
2023-10-24,S001,P017,29.66,0,0,117
2023-10-24,S001,P018,48.54,0,0,90
2023-10-24,S001,P019,32.19,0,0,83
2023-10-24,S001,P020,24.3,0,0,122
2023-10-25,S001,P001,46.88,0,0,99
2023-10-25,S001,P002,43.84,0,0,105
2023-10-25,S001,P003,59.27,0,0,114
2023-10-25,S001,P004,59.23,0,0,97
2023-10-25,S001,P005,9.59,0,0,87
2023-10-25,S001,P006,11.12,0,0,121
2023-10-25,S001,P007,30.78,0,0,117
2023-10-25,S001,P008,57.92,0,0,109
2023-10-25,S001,P009,52.77,0,0,104
2023-10-25,S001,P010,9.06,0,0,117
2023-10-25,S001,P011,33.77,0,0,100
2023-10-25,S001,P012,37.14,0,0,122
2023-10-25,S001,P013,20.45,1,0,114
2023-10-25,S001,P014,20.26,0,0,115
2023-10-25,S001,P015,24.43,0,0,86
2023-10-25,S001,P016,42.66,0,0,107
2023-10-25,S001,P017,50.24,0,0,110
2023-10-25,S001,P018,56.3,0,0,116
2023-10-25,S001,P019,6.45,0,0,110
2023-10-25,S001,P020,58.35,0,0,91
2023-10-26,S001,P001,30.78,0,0,104
2023-10-26,S001,P002,49.71,1,0,113
2023-10-26,S001,P003,35.55,0,0,100
2023-10-26,S001,P004,57.47,0,0,86
2023-10-26,S001,P005,41.94,0,0,96
2023-10-26,S001,P006,33.62,0,0,101
2023-10-26,S001,P007,51.87,0,0,113
2023-10-26,S001,P008,12.37,0,0,109
2023-10-26,S001,P009,39.12,0,0,99
2023-10-26,S001,P010,24.28,0,0,102
2023-10-26,S001,P011,29.06,0,0,107
2023-10-26,S001,P012,26.81,0,0,84
2023-10-26,S001,P013,57.22,0,0,101
2023-10-26,S001,P014,30.25,1,0,123
2023-10-26,S001,P015,23.08,0,0,104
2023-10-26,S001,P016,12.04,0,0,105
2023-10-26,S001,P017,40.25,0,0,111
2023-10-26,S001,P018,41.72,0,0,100
2023-10-26,S001,P019,7.25,0,0,98
2023-10-26,S001,P020,11.63,0,0,101
2023-10-27,S001,P001,25.03,0,0,105
2023-10-27,S001,P002,39.53,0,0,105
2023-10-27,S001,P003,55.65,0,0,111
2023-10-27,S001,P004,15.15,0,0,100
2023-10-27,S001,P005,31.65,0,0,99
2023-10-27,S001,P006,7.02,0,0,86
2023-10-27,S001,P007,54.24,0,0,93
2023-10-27,S001,P008,34.29,0,0,105
2023-10-27,S001,P009,25.75,0,0,94
2023-10-27,S001,P010,11.59,0,0,100
2023-10-27,S001,P011,42.35,0,0,95
2023-10-27,S001,P012,37.28,0,0,104
2023-10-27,S001,P013,12.02,0,0,121
2023-10-27,S001,P014,24.59,1,0,103
2023-10-27,S001,P015,18.05,0,0,101
2023-10-27,S001,P016,15.26,0,0,100
2023-10-27,S001,P017,54.32,0,0,78
2023-10-27,S001,P018,11.16,0,0,115
2023-10-27,S001,P019,52.6,0,0,96
2023-10-27,S001,P020,56.12,0,0,97
2023-10-28,S001,P001,20.4,0,1,95
2023-10-28,S001,P002,32.92,0,1,89
2023-10-28,S001,P003,38.58,0,1,88
2023-10-28,S001,P004,34.29,0,1,102
2023-10-28,S001,P005,12.39,0,1,96
2023-10-28,S001,P006,46.81,0,1,106
2023-10-28,S001,P007,27.65,0,1,102
2023-10-28,S001,P008,8.66,0,1,103
2023-10-28,S001,P009,51.3,0,1,91
2023-10-28,S001,P010,14.03,0,1,108
2023-10-28,S001,P011,33.77,0,1,98
2023-10-28,S001,P012,29.15,0,1,110
2023-10-28,S001,P013,21.58,0,1,86
2023-10-28,S001,P014,26.11,0,1,102
2023-10-28,S001,P015,39.33,0,1,101
2023-10-28,S001,P016,12.66,0,1,108
2023-10-28,S001,P017,34.34,0,1,95
2023-10-28,S001,P018,18.67,0,1,104
2023-10-28,S001,P019,36.34,0,1,97
2023-10-28,S001,P020,11.08,0,1,110
2023-10-29,S001,P001,26.85,0,1,97
2023-10-29,S001,P002,44.6,0,1,94
2023-10-29,S001,P003,34.85,0,1,90
2023-10-29,S001,P004,37.09,0,1,95
2023-10-29,S001,P005,57.1,0,1,100
2023-10-29,S001,P006,6.0,0,1,130
2023-10-29,S001,P007,36.08,0,1,101
2023-10-29,S001,P008,36.7,0,1,104
2023-10-29,S001,P009,45.5,0,1,97
2023-10-29,S001,P010,59.17,0,1,105
2023-10-29,S001,P011,55.65,0,1,123
2023-10-29,S001,P012,8.01,0,1,109
2023-10-29,S001,P013,5.25,0,1,112
2023-10-29,S001,P014,24.05,0,1,78
2023-10-29,S001,P015,29.87,0,1,89
2023-10-29,S001,P016,32.41,0,1,100
2023-10-29,S001,P017,24.93,0,1,92
2023-10-29,S001,P018,13.18,0,1,106
2023-10-29,S001,P019,59.83,0,1,91
2023-10-29,S001,P020,16.54,0,1,103
2023-10-30,S001,P001,15.49,0,0,132
2023-10-30,S001,P002,47.65,0,0,93
2023-10-30,S001,P003,29.24,0,0,93
2023-10-30,S001,P004,52.4,0,0,105
2023-10-30,S001,P005,19.89,0,0,102
2023-10-30,S001,P006,44.38,0,0,102
2023-10-30,S001,P007,17.21,0,0,107
2023-10-30,S001,P008,40.9,0,0,102
2023-10-30,S001,P009,18.37,0,0,109
2023-10-30,S001,P010,41.74,0,0,107
2023-10-30,S001,P011,54.3,0,0,88
2023-10-30,S001,P012,49.96,0,0,121
2023-10-30,S001,P013,25.88,0,0,114
2023-10-30,S001,P014,35.36,0,0,91
2023-10-30,S001,P015,57.16,0,0,114
2023-10-30,S001,P016,28.39,0,0,105
2023-10-30,S001,P017,34.79,0,0,100
2023-10-30,S001,P018,59.14,0,0,98
2023-10-30,S001,P019,19.98,0,0,91
2023-10-30,S001,P020,40.83,0,0,109
2023-10-31,S001,P001,5.6,0,0,125
2023-10-31,S001,P002,14.65,0,0,123
2023-10-31,S001,P003,26.07,0,0,103
2023-10-31,S001,P004,18.49,0,0,109
2023-10-31,S001,P005,24.56,0,0,112
2023-10-31,S001,P006,41.5,0,0,88
2023-10-31,S001,P007,16.82,0,0,112
2023-10-31,S001,P008,32.3,0,0,90
2023-10-31,S001,P009,47.4,0,0,106
2023-10-31,S001,P010,42.86,0,0,101
2023-10-31,S001,P011,50.05,0,0,93
2023-10-31,S001,P012,24.85,0,0,117
2023-10-31,S001,P013,12.53,1,0,105
2023-10-31,S001,P014,53.01,0,0,102
2023-10-31,S001,P015,41.23,0,0,100
2023-10-31,S001,P016,17.17,1,0,125
2023-10-31,S001,P017,7.17,0,0,115
2023-10-31,S001,P018,43.36,0,0,107
2023-10-31,S001,P019,58.41,0,0,115
2023-10-31,S001,P020,22.55,0,0,105
2023-11-01,S001,P001,37.79,0,0,96
2023-11-01,S001,P002,8.59,0,0,121
2023-11-01,S001,P003,48.49,0,0,113
2023-11-01,S001,P004,17.81,0,0,111
2023-11-01,S001,P005,6.17,0,0,117
2023-11-01,S001,P006,59.89,0,0,105
2023-11-01,S001,P007,27.11,0,0,117
2023-11-01,S001,P008,47.26,0,0,107
2023-11-01,S001,P009,45.57,0,0,101
2023-11-01,S001,P010,21.3,0,0,98
2023-11-01,S001,P011,5.98,1,0,100
2023-11-01,S001,P012,17.0,0,0,96
2023-11-01,S001,P013,9.92,0,0,130
2023-11-01,S001,P014,59.51,0,0,98
2023-11-01,S001,P015,40.73,0,0,88
2023-11-01,S001,P016,17.13,0,0,109
2023-11-01,S001,P017,24.26,0,0,104
2023-11-01,S001,P018,43.28,0,0,94
2023-11-01,S001,P019,17.34,0,0,131
2023-11-01,S001,P020,10.03,0,0,117
2023-11-02,S001,P001,12.12,0,0,114
2023-11-02,S001,P002,9.78,0,0,119
2023-11-02,S001,P003,19.29,0,0,98
2023-11-02,S001,P004,42.58,0,0,106
2023-11-02,S001,P005,32.23,0,0,118
2023-11-02,S001,P006,42.29,0,0,108
2023-11-02,S001,P007,53.32,0,0,115
2023-11-02,S001,P008,43.96,0,0,110
2023-11-02,S001,P009,42.41,0,0,100
2023-11-02,S001,P010,52.95,0,0,110
2023-11-02,S001,P011,12.09,0,0,102
2023-11-02,S001,P012,50.77,0,0,108
2023-11-02,S001,P013,20.79,0,0,107
2023-11-02,S001,P014,39.87,0,0,107
2023-11-02,S001,P015,10.88,0,0,113
2023-11-02,S001,P016,39.79,0,0,105
2023-11-02,S001,P017,56.55,0,0,103
2023-11-02,S001,P018,8.7,0,0,104
2023-11-02,S001,P019,39.15,0,0,108
2023-11-02,S001,P020,6.22,0,0,104
2023-11-03,S001,P001,47.37,0,0,90
2023-11-03,S001,P002,28.44,0,0,102
2023-11-03,S001,P003,48.71,0,0,115
2023-11-03,S001,P004,57.3,0,0,117
2023-11-03,S001,P005,56.9,0,0,91
2023-11-03,S001,P006,59.12,0,0,122
2023-11-03,S001,P007,17.65,0,0,108
2023-11-03,S001,P008,52.54,0,0,104
2023-11-03,S001,P009,15.2,0,0,117
2023-11-03,S001,P010,46.86,0,0,111
2023-11-03,S001,P011,6.79,0,0,122
2023-11-03,S001,P012,11.45,0,0,114
2023-11-03,S001,P013,28.67,0,0,100
2023-11-03,S001,P014,19.79,0,0,107
2023-11-03,S001,P015,30.04,0,0,105
2023-11-03,S001,P016,38.0,0,0,100
2023-11-03,S001,P017,52.31,0,0,103
2023-11-03,S001,P018,18.31,1,0,111
2023-11-03,S001,P019,32.44,0,0,110
2023-11-03,S001,P020,22.96,0,0,124
2023-11-04,S001,P001,24.28,0,1,99
2023-11-04,S001,P002,36.21,0,1,95
2023-11-04,S001,P003,16.01,0,1,107
2023-11-04,S001,P004,6.74,0,1,95
2023-11-04,S001,P005,34.77,0,1,107
2023-11-04,S001,P006,23.67,0,1,108
2023-11-04,S001,P007,54.21,0,1,98
2023-11-04,S001,P008,33.95,0,1,113
2023-11-04,S001,P009,8.32,0,1,95
2023-11-04,S001,P010,41.23,0,1,96
2023-11-04,S001,P011,44.56,0,1,90
2023-11-04,S001,P012,8.97,0,1,109
2023-11-04,S001,P013,30.44,0,1,111
2023-11-04,S001,P014,24.03,0,1,113
2023-11-04,S001,P015,7.21,0,1,90
2023-11-04,S001,P016,31.77,0,1,123
2023-11-04,S001,P017,28.19,0,1,109
2023-11-04,S001,P018,39.26,0,1,104
2023-11-04,S001,P019,12.24,0,1,107
2023-11-04,S001,P020,18.6,0,1,100
2023-11-05,S001,P001,33.31,0,1,90
2023-11-05,S001,P002,58.32,0,1,103
2023-11-05,S001,P003,22.89,0,1,86
2023-11-05,S001,P004,14.34,0,1,100
2023-11-05,S001,P005,50.59,0,1,108
2023-11-05,S001,P006,14.19,0,1,88
2023-11-05,S001,P007,45.5,0,1,114
2023-11-05,S001,P008,37.19,0,1,99
2023-11-05,S001,P009,11.16,0,1,106
2023-11-05,S001,P010,7.16,0,1,98
2023-11-05,S001,P011,56.36,0,1,92
2023-11-05,S001,P012,59.26,1,1,107
2023-11-05,S001,P013,57.35,0,1,98
2023-11-05,S001,P014,31.89,0,1,111
2023-11-05,S001,P015,6.65,0,1,96
2023-11-05,S001,P016,58.35,0,1,107
2023-11-05,S001,P017,29.41,0,1,109
2023-11-05,S001,P018,56.95,0,1,90
2023-11-05,S001,P019,38.98,0,1,99
2023-11-05,S001,P020,42.92,0,1,101
2023-11-06,S001,P001,41.24,0,0,99
2023-11-06,S001,P002,59.97,0,0,110
2023-11-06,S001,P003,27.38,0,0,112
2023-11-06,S001,P004,53.32,0,0,119
2023-11-06,S001,P005,41.72,0,0,113
2023-11-06,S001,P006,49.98,0,0,112
2023-11-06,S001,P007,5.32,0,0,98
2023-11-06,S001,P008,26.37,0,0,90
2023-11-06,S001,P009,25.53,0,0,110
2023-11-06,S001,P010,39.07,0,0,99
2023-11-06,S001,P011,52.48,0,0,100
2023-11-06,S001,P012,25.91,0,0,108
2023-11-06,S001,P013,34.35,0,0,115
2023-11-06,S001,P014,57.55,0,0,109
2023-11-06,S001,P015,5.42,0,0,109
2023-11-06,S001,P016,8.31,0,0,113
2023-11-06,S001,P017,10.58,0,0,100
2023-11-06,S001,P018,49.17,0,0,95
2023-11-06,S001,P019,38.57,0,0,99
2023-11-06,S001,P020,14.96,0,0,92
2023-11-07,S001,P001,33.88,0,0,108
2023-11-07,S001,P002,57.96,0,0,97
2023-11-07,S001,P003,35.26,0,0,112
2023-11-07,S001,P004,50.06,0,0,106
2023-11-07,S001,P005,16.66,0,0,122
2023-11-07,S001,P006,24.44,0,0,107
2023-11-07,S001,P007,20.11,0,0,125
2023-11-07,S001,P008,39.31,0,0,99
2023-11-07,S001,P009,14.24,0,0,104
2023-11-07,S001,P010,6.3,0,0,115
2023-11-07,S001,P011,35.07,0,0,122
2023-11-07,S001,P012,59.33,0,0,89
2023-11-07,S001,P013,27.24,0,0,120
2023-11-07,S001,P014,12.06,0,0,122
2023-11-07,S001,P015,36.81,0,0,95
2023-11-07,S001,P016,8.82,0,0,101
2023-11-07,S001,P017,49.02,0,0,117
2023-11-07,S001,P018,34.31,0,0,108
2023-11-07,S001,P019,41.82,1,0,125
2023-11-07,S001,P020,30.59,0,0,127
2023-11-08,S001,P001,57.67,0,0,96
2023-11-08,S001,P002,10.32,0,0,118
2023-11-08,S001,P003,24.12,0,0,102
2023-11-08,S001,P004,59.59,0,0,91
2023-11-08,S001,P005,51.31,0,0,100
2023-11-08,S001,P006,12.02,0,0,113
2023-11-08,S001,P007,43.98,0,0,95
2023-11-08,S001,P008,9.82,0,0,101
2023-11-08,S001,P009,21.8,0,0,130
2023-11-08,S001,P010,55.57,0,0,97
2023-11-08,S001,P011,51.83,0,0,103
2023-11-08,S001,P012,52.74,0,0,119
2023-11-08,S001,P013,21.76,0,0,98
2023-11-08,S001,P014,24.04,1,0,116
2023-11-08,S001,P015,50.24,0,0,132
2023-11-08,S001,P016,14.62,0,0,106
2023-11-08,S001,P017,13.05,0,0,114
2023-11-08,S001,P018,22.15,0,0,109
2023-11-08,S001,P019,10.81,0,0,116
2023-11-08,S001,P020,13.36,0,0,98
2023-11-09,S001,P001,30.29,0,0,101
2023-11-09,S001,P002,21.68,0,0,106
2023-11-09,S001,P003,8.43,0,0,96
2023-11-09,S001,P004,33.99,0,0,115
2023-11-09,S001,P005,53.76,0,0,100
2023-11-09,S001,P006,50.51,0,0,96
2023-11-09,S001,P007,5.61,0,0,106
2023-11-09,S001,P008,46.82,0,0,107
2023-11-09,S001,P009,16.84,0,0,100
2023-11-09,S001,P010,29.99,0,0,106
2023-11-09,S001,P011,31.85,0,0,120
2023-11-09,S001,P012,25.67,0,0,100
2023-11-09,S001,P013,48.18,0,0,118
2023-11-09,S001,P014,19.01,0,0,96
2023-11-09,S001,P015,54.6,0,0,122
2023-11-09,S001,P016,40.02,0,0,117
2023-11-09,S001,P017,33.51,0,0,110
2023-11-09,S001,P018,7.29,0,0,129
2023-11-09,S001,P019,8.96,0,0,101
2023-11-09,S001,P020,24.23,0,0,123
2023-11-10,S001,P001,15.19,0,0,114
2023-11-10,S001,P002,19.58,0,0,100
2023-11-10,S001,P003,58.23,0,0,111
2023-11-10,S001,P004,16.31,0,0,124
2023-11-10,S001,P005,47.6,0,0,103
2023-11-10,S001,P006,48.93,0,0,110
2023-11-10,S001,P007,38.1,0,0,116
2023-11-10,S001,P008,12.05,0,0,119
2023-11-10,S001,P009,17.35,0,0,93
2023-11-10,S001,P010,56.87,0,0,84
2023-11-10,S001,P011,15.86,0,0,98
2023-11-10,S001,P012,52.38,0,0,118
2023-11-10,S001,P013,18.87,0,0,123
2023-11-10,S001,P014,47.7,0,0,104
2023-11-10,S001,P015,34.98,1,0,118
2023-11-10,S001,P016,49.98,0,0,106
2023-11-10,S001,P017,51.24,0,0,129
2023-11-10,S001,P018,21.37,0,0,121
2023-11-10,S001,P019,53.03,0,0,100
2023-11-10,S001,P020,5.51,0,0,117
2023-11-11,S001,P001,59.55,0,1,112
2023-11-11,S001,P002,35.53,0,1,100
2023-11-11,S001,P003,15.34,0,1,105
2023-11-11,S001,P004,46.85,0,1,118
2023-11-11,S001,P005,16.14,1,1,99
2023-11-11,S001,P006,21.81,0,1,96
2023-11-11,S001,P007,25.26,0,1,111
2023-11-11,S001,P008,26.53,0,1,109
2023-11-11,S001,P009,5.18,0,1,116
2023-11-11,S001,P010,37.35,0,1,98
2023-11-11,S001,P011,8.57,0,1,125
2023-11-11,S001,P012,42.21,0,1,120
2023-11-11,S001,P013,50.38,0,1,114
2023-11-11,S001,P014,48.37,0,1,95
2023-11-11,S001,P015,13.11,0,1,95
2023-11-11,S001,P016,37.9,0,1,104
2023-11-11,S001,P017,56.32,0,1,121
2023-11-11,S001,P018,11.51,0,1,97
2023-11-11,S001,P019,26.11,0,1,91
2023-11-11,S001,P020,23.4,0,1,105
2023-11-12,S001,P001,50.74,0,1,86
2023-11-12,S001,P002,19.26,0,1,109
2023-11-12,S001,P003,51.31,0,1,100
2023-11-12,S001,P004,12.34,0,1,121
2023-11-12,S001,P005,32.31,0,1,111
2023-11-12,S001,P006,38.56,0,1,112
2023-11-12,S001,P007,41.13,1,1,102
2023-11-12,S001,P008,54.84,0,1,91
2023-11-12,S001,P009,46.77,0,1,95
2023-11-12,S001,P010,54.85,0,1,102
2023-11-12,S001,P011,27.61,0,1,107
2023-11-12,S001,P012,56.53,0,1,102
2023-11-12,S001,P013,19.31,0,1,94
2023-11-12,S001,P014,30.52,1,1,120
2023-11-12,S001,P015,24.22,0,1,99
2023-11-12,S001,P016,51.78,0,1,97
2023-11-12,S001,P017,11.31,0,1,104
2023-11-12,S001,P018,34.89,0,1,105
2023-11-12,S001,P019,31.66,0,1,99
2023-11-12,S001,P020,40.8,0,1,120
2023-11-13,S001,P001,33.19,0,0,104
2023-11-13,S001,P002,16.08,0,0,108
2023-11-13,S001,P003,23.16,0,0,98
2023-11-13,S001,P004,53.38,0,0,106
2023-11-13,S001,P005,29.82,1,0,121
2023-11-13,S001,P006,34.63,0,0,99
2023-11-13,S001,P007,41.12,0,0,124
2023-11-13,S001,P008,16.21,0,0,104
2023-11-13,S001,P009,48.61,0,0,119
2023-11-13,S001,P010,55.33,0,0,110
2023-11-13,S001,P011,43.27,0,0,119
2023-11-13,S001,P012,20.23,1,0,114
2023-11-13,S001,P013,16.11,0,0,112
2023-11-13,S001,P014,29.22,0,0,114
2023-11-13,S001,P015,53.53,0,0,112
2023-11-13,S001,P016,59.13,0,0,107
2023-11-13,S001,P017,14.13,0,0,96
2023-11-13,S001,P018,35.79,0,0,107
2023-11-13,S001,P019,53.96,0,0,101
2023-11-13,S001,P020,50.05,0,0,115
2023-11-14,S001,P001,22.29,0,0,108
2023-11-14,S001,P002,32.18,0,0,121
2023-11-14,S001,P003,14.56,0,0,104
2023-11-14,S001,P004,29.77,0,0,106
2023-11-14,S001,P005,39.15,0,0,111
2023-11-14,S001,P006,39.88,0,0,122
2023-11-14,S001,P007,22.88,0,0,108
2023-11-14,S001,P008,20.36,0,0,117
2023-11-14,S001,P009,33.2,0,0,122
2023-11-14,S001,P010,52.92,0,0,96
2023-11-14,S001,P011,41.57,0,0,111
2023-11-14,S001,P012,11.1,0,0,118
2023-11-14,S001,P013,52.55,0,0,107
2023-11-14,S001,P014,28.24,0,0,111
2023-11-14,S001,P015,55.49,0,0,105
2023-11-14,S001,P016,46.47,0,0,112
2023-11-14,S001,P017,57.95,0,0,114
2023-11-14,S001,P018,53.0,0,0,103
2023-11-14,S001,P019,34.74,0,0,91
2023-11-14,S001,P020,21.35,0,0,109
2023-11-15,S001,P001,7.65,0,0,117
2023-11-15,S001,P002,54.08,0,0,114
2023-11-15,S001,P003,18.17,0,0,115
2023-11-15,S001,P004,52.06,0,0,100
2023-11-15,S001,P005,50.73,0,0,113
2023-11-15,S001,P006,53.34,0,0,114
2023-11-15,S001,P007,28.67,0,0,125
2023-11-15,S001,P008,54.09,0,0,105
2023-11-15,S001,P009,39.72,0,0,99
2023-11-15,S001,P010,10.73,0,0,119
2023-11-15,S001,P011,40.87,1,0,134
2023-11-15,S001,P012,39.88,0,0,113
2023-11-15,S001,P013,24.9,0,0,106
2023-11-15,S001,P014,38.59,0,0,86
2023-11-15,S001,P015,33.41,0,0,121
2023-11-15,S001,P016,33.2,0,0,107
2023-11-15,S001,P017,26.84,0,0,100
2023-11-15,S001,P018,32.91,0,0,112
2023-11-15,S001,P019,43.62,1,0,114
2023-11-15,S001,P020,28.2,0,0,106
2023-11-16,S001,P001,44.27,0,0,121
2023-11-16,S001,P002,50.17,0,0,104
2023-11-16,S001,P003,7.81,0,0,115
2023-11-16,S001,P004,11.3,0,0,105
2023-11-16,S001,P005,25.3,0,0,123
2023-11-16,S001,P006,9.41,0,0,110
2023-11-16,S001,P007,41.77,0,0,117
2023-11-16,S001,P008,39.99,0,0,92
2023-11-16,S001,P009,53.05,0,0,106
2023-11-16,S001,P010,5.64,0,0,104
2023-11-16,S001,P011,31.73,0,0,92
2023-11-16,S001,P012,40.88,0,0,118
2023-11-16,S001,P013,28.65,0,0,103
2023-11-16,S001,P014,29.55,0,0,101
2023-11-16,S001,P015,52.17,0,0,90
2023-11-16,S001,P016,25.41,0,0,105
2023-11-16,S001,P017,42.86,0,0,104
2023-11-16,S001,P018,53.96,0,0,93
2023-11-16,S001,P019,6.4,0,0,95
2023-11-16,S001,P020,27.53,0,0,124
2023-11-17,S001,P001,38.32,0,0,126
2023-11-17,S001,P002,31.71,0,0,106
2023-11-17,S001,P003,58.02,0,0,93
2023-11-17,S001,P004,46.59,0,0,103
2023-11-17,S001,P005,54.5,0,0,110
2023-11-17,S001,P006,38.16,0,0,115
2023-11-17,S001,P007,20.86,1,0,105
2023-11-17,S001,P008,34.78,0,0,95
2023-11-17,S001,P009,34.79,0,0,106
2023-11-17,S001,P010,19.26,0,0,120
2023-11-17,S001,P011,23.83,0,0,110
2023-11-17,S001,P012,36.93,0,0,114
2023-11-17,S001,P013,39.44,0,0,113
2023-11-17,S001,P014,39.14,0,0,118
2023-11-17,S001,P015,7.17,0,0,101
2023-11-17,S001,P016,55.02,0,0,110
2023-11-17,S001,P017,52.85,0,0,106
2023-11-17,S001,P018,20.17,0,0,117
2023-11-17,S001,P019,13.18,0,0,114
2023-11-17,S001,P020,37.38,0,0,112
2023-11-18,S001,P001,16.18,0,1,109
2023-11-18,S001,P002,36.75,0,1,84
2023-11-18,S001,P003,27.42,0,1,113
2023-11-18,S001,P004,16.03,0,1,124
2023-11-18,S001,P005,29.15,0,1,104
2023-11-18,S001,P006,39.46,0,1,111
2023-11-18,S001,P007,31.23,0,1,112
2023-11-18,S001,P008,21.47,0,1,120
2023-11-18,S001,P009,20.33,0,1,98
2023-11-18,S001,P010,45.58,0,1,114
2023-11-18,S001,P011,12.86,0,1,116
2023-11-18,S001,P012,51.53,0,1,112
2023-11-18,S001,P013,31.82,0,1,86
2023-11-18,S001,P014,24.19,0,1,92
2023-11-18,S001,P015,57.12,0,1,102
2023-11-18,S001,P016,9.23,0,1,116
2023-11-18,S001,P017,43.89,0,1,101
2023-11-18,S001,P018,17.78,0,1,102
2023-11-18,S001,P019,56.11,0,1,100
2023-11-18,S001,P020,17.43,0,1,117
2023-11-19,S001,P001,38.19,0,1,99
2023-11-19,S001,P002,32.67,0,1,109
2023-11-19,S001,P003,39.36,0,1,95
2023-11-19,S001,P004,50.24,0,1,112
2023-11-19,S001,P005,33.61,0,1,98
2023-11-19,S001,P006,20.64,0,1,117
